Q0045	MT-CO1
YNL030W	HIST1H2BM
YNL030W	HIST1H2BN
YNL030W	HIST1H2BO
YNL030W	HIST1H4G
YNL030W	HIST2H2AA3
YNL030W	HIST2H2AB
YNL030W	HIST2H2AC
YNL030W	HIST2H2BF
YNL030W	HIST3H2A
YNL030W	HIST3H2BB
YNL030W	HIST3H3
YNL031C	H2AFB1
YNL031C	H2AFB2
YNL031C	H2AFJ
YNL031C	H2AFV
YNL031C	H2AFY
YNL031C	H2AFY2
YNL031C	H2AFZ
YNL031C	H2BFM
YNL031C	H2BFWT
YNL031C	H3F3B
YNL031C	H3F3C
YNL031C	HIST1H2AA
YNL031C	HIST1H2AB
YNL031C	HIST1H2AC
YNL031C	HIST1H2AD
YNL031C	HIST1H2AG
YNL031C	HIST1H2AH
YNL031C	HIST1H2AJ
YNL031C	HIST1H2BB
YNL031C	HIST1H2BD
YNL031C	HIST1H2BH
YNL031C	HIST1H2BL
YNL031C	HIST1H2BM
YNL031C	HIST1H2BN
YNL031C	HIST1H2BO
YNL031C	HIST1H4G
YNL031C	HIST2H2AA3
YNL031C	HIST2H2AB
YNL031C	HIST2H2AC
YNL031C	HIST2H2BF
YNL031C	HIST3H2A
YNL031C	HIST3H2BB
YNL031C	HIST3H3
YNL035C	CDRT1
YNL035C	DCAF12L1
YNL035C	LRBA
YNL035C	STRN4
YNL035C	TBL2
YNL035C	WDFY1
YNL035C	WDR36
YNL035C	WDR46
YNL035C	WDR55
YNL035C	WDR59
YNL035C	WDR74
YNL035C	WSB1
YNL037C	IDH2
YNL037C	IDH3A
YNL037C	IDH3B
YNL037C	IDH3G
YNL038W	PIGH
YNL039W	RCOR2
YNL039W	RCOR3
YNL039W	SNAPC4
YNL039W	TADA2B
YNL041C	COG6
YNL047C	CYTH2
YNL047C	FERMT2
YNL047C	FGD5
YNL047C	FGD6
YNL047C	PLEK2
YNL048W	ALG1
YNL048W	ALG11
YNL048W	ALG2
YNL049C	SEC23B
YNL051W	COG5
YNL053W	DUPD1
YNL053W	DUSP15
YNL053W	DUSP18
YNL053W	DUSP26
YNL053W	DUSP27
YNL053W	DUSP28
YNL053W	PTPN4
YNL053W	STYXL1
YNL053W	TPTE
YNL055C	TOMM40L
YNL061W	NOP2
YNL061W	NSUN4
YNL062C	TRMT6
YNL064C	DNAJC19
YNL065W	MFSD10
YNL065W	MFSD12
YNL065W	MFSD2A
YNL065W	MFSD5
YNL065W	SLC16A10
YNL065W	SLC16A2
YNL065W	SLC16A4
YNL065W	SLC16A5
YNL065W	SLC16A6
YNL065W	SLC16A7
YNL065W	SLC17A5
YNL065W	SLC22A18
YNL065W	SLC43A1
YNL065W	SLC43A2
YNL065W	SLC45A4
YNL065W	SLC46A2
YNL069C	MRPL13
YNL070W	TOMM7
YNL071W	PDHX
YNL072W	RNASEH2A
YNL073W	DARS
YNL073W	DARS2
YNL073W	FARSA
YNL073W	KARS
YNL073W	NARS
YNL073W	NARS2
YNL075W	BRIX1
YNL075W	IMP4
YNL075W	RPF1
YNL082W	PMS1
YNL083W	MTCH2
YNL083W	SLC25A14
YNL083W	SLC25A19
YNL083W	SLC25A22
YNL083W	SLC25A23
YNL083W	SLC25A24
YNL083W	SLC25A25
YNL083W	SLC25A26
YNL083W	SLC25A3
YNL083W	SLC25A30
YNL083W	SLC25A31
YNL083W	SLC25A33
YNL083W	SLC25A34
YNL083W	SLC25A35
YNL083W	SLC25A36
YNL083W	SLC25A37
YNL083W	SLC25A39
YNL083W	SLC25A40
YNL083W	SLC25A41
YNL083W	SLC25A43
YNL083W	SLC25A44
YNL083W	SLC25A45
YNL083W	SLC25A46
YNL083W	SLC25A47
YNL083W	SLC25A48
YNL083W	SLC25A51
YNL083W	SLC25A52
YNL083W	SLC25A53
YNL087W	RAB11FIP5
YNL088W	PMS1
YNL088W	TOP3A
YNL088W	TOP3B
YNL090W	MRAS
YNL090W	RHOF
YNL090W	RHOJ
YNL090W	RHOU
YNL090W	RND3
YNL093W	RAB22A
YNL093W	RAB34
YNL097C	BAZ1A
YNL097C	BAZ2A
YNL097C	CHD4
YNL097C	CHD5
YNL097C	PHF1
YNL097C	PHF19
YNL102W	POLA1
YNL102W	POLD1
YNL102W	POLE
YNL102W	REV3L
YNL112W	DDX24
YNL112W	DDX6
YNL115C	ABHD1
YNL115C	ABHD11
YNL115C	ABHD2
YNL115C	ABHD3
YNL115C	EPHX3
YNL115C	SERHL2
YNL118C	DCP2
YNL118C	NUDT16
YNL121C	TOMM34
YNL121C	TOMM70A
YNL123W	TJP2
YNL125C	FLVCR2
YNL125C	HIAT1
YNL125C	HIATL1
YNL125C	HIATL2
YNL125C	MFSD1
YNL125C	MFSD10
YNL125C	MFSD12
YNL125C	MFSD2A
YNL125C	MFSD3
YNL125C	MFSD4
YNL125C	MFSD5
YNL125C	MFSD6
YNL125C	MFSD7
YNL125C	MFSD8
YNL125C	MFSD9
YNL125C	SLC15A3
YNL125C	SLC15A4
YNL125C	SLC16A10
YNL125C	SLC16A11
YNL125C	SLC16A12
YNL125C	SLC16A14
YNL125C	SLC16A2
YNL125C	SLC16A4
YNL125C	SLC16A5
YNL125C	SLC16A6
YNL125C	SLC16A7
YNL125C	SLC17A1
YNL125C	SLC17A3
YNL125C	SLC17A5
YNL125C	SLC17A6
YNL125C	SLC17A8
YNL125C	SLC17A9
YNL125C	SLC18A1
YNL125C	SLC18B1
YNL125C	SLC22A1
YNL125C	SLC22A11
YNL125C	SLC22A13
YNL125C	SLC22A14
YNL125C	SLC22A15
YNL125C	SLC22A17
YNL125C	SLC22A18
YNL125C	SLC22A23
YNL125C	SLC22A24
YNL125C	SLC22A25
YNL125C	SLC22A6
YNL125C	SLC22A7
YNL125C	SLC22A9
YNL125C	SLC2A10
YNL125C	SLC2A11
YNL125C	SLC2A12
YNL125C	SLC2A13
YNL125C	SLC2A5
YNL125C	SLC2A6
YNL125C	SLC2A7
YNL125C	SLC37A1
YNL125C	SLC37A2
YNL125C	SLC37A3
YNL125C	SLC43A1
YNL125C	SLC43A2
YNL125C	SLC43A3
YNL125C	SLC45A1
YNL125C	SLC45A3
YNL125C	SLC45A4
YNL125C	SLC46A2
YNL125C	SLC46A3
YNL125C	SLCO1C1
YNL125C	SLCO2A1
YNL125C	SLCO2B1
YNL125C	SLCO3A1
YNL125C	SLCO4A1
YNL125C	SPNS1
YNL125C	SPNS2
YNL125C	SPNS3
YNL125C	SV2B
YNL125C	SV2C
YNL126W	TUBGCP2
YNL126W	TUBGCP4
YNL126W	TUBGCP5
YNL126W	TUBGCP6
YNL130C	CDIPT
YNL130C	CEPT1
YNL130C	CHPT1
YNL130C	CRLS1
YNL130C	EPT1
YNL131W	TOMM22
YNL134C	ZADH2
YNL136W	MRGBP
YNL138W	CAP2
YNL139C	THOC2
YNL147W	LSM1
YNL147W	LSM2
YNL147W	LSM3
YNL147W	LSM4
YNL147W	LSM5
YNL147W	LSM6
YNL147W	LSM7
YNL147W	NAA38
YNL147W	SNRPB
YNL147W	SNRPD1
YNL147W	SNRPD2
YNL147W	SNRPD3
YNL147W	SNRPE
YNL147W	SNRPF
YNL147W	SNRPG
YNL151C	POLR3GL
YNL152W	RAB11FIP5
YNL153C	PDRG1
YNL153C	PFDN2
YNL153C	PFDN4
YNL153C	PFDN6
YNL153C	SLMAP
YNL154C	BRSK2
YNL154C	VRK1
YNL162W	RPL36AL
YNL167C	BACH1
YNL167C	JDP2
YNL169C	PISD
YNL177C	MRPL22
YNL180C	ARL11
YNL180C	ARL13A
YNL180C	ARL14
YNL180C	ARL15
YNL180C	ARL5A
YNL180C	ARL5B
YNL180C	ARL5C
YNL180C	DIRAS1
YNL180C	DIRAS2
YNL180C	DNAJC27
YNL180C	ERAS
YNL180C	IFT27
YNL180C	LRRK1
YNL180C	NKIRAS1
YNL180C	NKIRAS2
YNL180C	RAB42
YNL180C	RABL3
YNL180C	RABL5
YNL180C	RABL6
YNL180C	RASL10A
YNL180C	RASL11B
YNL180C	RASL12
YNL180C	REM1
YNL180C	REM2
YNL180C	RERGL
YNL180C	RHOBTB1
YNL180C	RHOBTB2
YNL180C	RHOD
YNL180C	RHOV
YNL180C	RIT1
YNL180C	RRAD
YNL180C	RRAS2
YNL181W	DHRS7B
YNL181W	HSD17B13
YNL181W	HSDL2
YNL185C	MRPL11
YNL186W	USP11
YNL186W	USP12
YNL186W	USP26
YNL186W	USP32
YNL186W	USP4
YNL186W	USP6
YNL189W	KPNA6
YNL189W	TMCO6
YNL200C	APOA1BP
YNL209W	HSPA14
YNL216W	MYBL1
YNL216W	RCOR2
YNL216W	RCOR3
YNL216W	SMARCC2
YNL216W	SNAPC4
YNL216W	TADA2B
YNL216W	TERF2
YNL217W	MPPED1
YNL217W	SMPDL3A
YNL218W	CHTF18
YNL218W	RFC1
YNL218W	RFC2
YNL218W	RFC5
YNL218W	WRNIP1
YNL219C	ALG12
YNL219C	ALG9
YNL219C	PIGB
YNL220W	ADSSL1
YNL221C	POP1
YNL223W	ATG4A
YNL223W	ATG4B
YNL223W	ATG4C
YNL223W	ATG4D
YNL224C	GPATCH3
YNL224C	GPATCH8
YNL224C	GPKOW
YNL230C	TCEB3B
YNL230C	TCEB3C
YNL230C	TCEB3CL
YNL230C	TCEB3CL2
YNL236W	MED16
YNL238W	PCSK7
YNL242W	ATG2A
YNL242W	ATG2B
YNL243W	CLINT1
YNL244C	EIF1
YNL244C	EIF1B
YNL245C	CIR1
YNL246W	NAP1L2
YNL246W	NAP1L3
YNL246W	NAP1L4
YNL246W	NAP1L5
YNL246W	NAP1L6
YNL246W	TSPYL4
YNL246W	TSPYL6
YNL247W	CARS
YNL247W	CARS2
YNL247W	LARS
YNL247W	MARS2
YNL250W	RAD50
YNL255C	ZCCHC14
YNL255C	ZCCHC2
YNL259C	ATOX1
YNL259C	ATP7B
YNL260C	ORAOV1
YNL262W	POLD1
YNL262W	POLE
YNL262W	REV3L
YNL268W	SLC7A1
YNL268W	SLC7A3
YNL268W	SLC7A4
YNL270C	SLC7A1
YNL270C	SLC7A3
YNL270C	SLC7A4
YNL274C	GRHPR
YNL275W	SLC4A1
YNL275W	SLC4A11
YNL275W	SLC4A2
YNL275W	SLC4A3
YNL275W	SLC4A4
YNL275W	SLC4A5
YNL275W	SLC4A8
YNL275W	SLC4A9
YNL277W	BPHL
YNL280C	LBR
YNL280C	TM7SF2
YNL281W	AHSA1
YNL282W	NHP2L1
YNL284C	MRPL15
YNL287W	AP3B2
YNL287W	COPB1
YNL287W	COPG1
YNL287W	COPG2
YNL289W	CABLES2
YNL289W	CCNE2
YNL290W	RFC2
YNL290W	RFC5
YNL292W	TRUB1
YNL292W	TRUB2
YNL298W	ANLN
YNL298W	CSNK1A1
YNL298W	NEK3
YNL298W	NEK4
YNL298W	NEK6
YNL298W	NEK7
YNL298W	VRK1
YNL301C	MRPL15
YNL302C	RPS19
YNL305C	GHITM
YNL306W	MRPS11
YNL307C	VRK1
YNL311C	FBXL12
YNL311C	FBXL14
YNL311C	FBXL4
YNL311C	FBXO17
YNL311C	FBXO2
YNL311C	FBXO27
YNL311C	FBXO44
YNL311C	FBXO7
YNL311C	FBXW5
YNL312W	NABP1
YNL312W	NABP2
YNL312W	RPA1
YNL312W	RPA2
YNL312W	RPA4
YNL315C	ATPAF1
YNL317W	CDC40
YNL317W	CSTF1
YNL317W	GEMIN5
YNL317W	PPWD1
YNL317W	PRPF4
YNL317W	SNRNP40
YNL317W	WDR33
YNL317W	WDR83
YNL318C	SLC2A10
YNL318C	SLC2A11
YNL318C	SLC2A12
YNL318C	SLC2A5
YNL318C	SLC2A6
YNL318C	SLC2A7
YNL318C	SLC37A3
YNL326C	ZDHHC2
YNL326C	ZDHHC5
YNL326C	ZDHHC7
YNL328C	SEC63
YNL329C	PEX1
YNL330C	HDAC10
YNL330C	HDAC11
YNL330C	HDAC5
YNL330C	HDAC8
YNL331C	AKR7A2
YNL331C	AKR7A3
YNR001C	CS
YNR006W	EEA1
YNR006W	GGA1
YNR006W	GGA2
YNR006W	GGA3
YNR006W	TOM1
YNR006W	TOM1L2
YNR006W	ZFYVE20
YNR007C	ATG10
YNR007C	ATG3
YNR011C	DDX23
YNR011C	DHX35
YNR011C	SNRNP200
YNR013C	SLC13A4
YNR017W	TIMM17A
YNR017W	TIMM17B
YNR017W	TIMM22
YNR017W	TIMM23
YNR026C	DENND3
YNR030W	ALG12
YNR030W	ALG9
YNR030W	PIGB
YNR031C	CDC42BPB
YNR031C	MAP3K6
YNR031C	MAP4K1
YNR031C	MAP4K5
YNR031C	PKN1
YNR031C	TNIK
YNR032C-A	SF3A1
YNR032W	CDKL3
YNR032W	PPEF1
YNR032W	PPP6C
YNR036C	MRPS12
YNR039C	SLC30A10
YNR039C	SLC30A2
YNR039C	SLC30A7
YNR041C	COQ2
YNR041C	UBIAD1
YNR043W	MVD
YNR043W	MVK
YNR052C	CNOT7
YNR052C	CNOT8
YNR052C	PARN
YNR053C	ERAL1
YNR053C	GNL3L
YNR053C	GTPBP10
YNR053C	LSG1
YNR053C	MTG1
YNR055C	FLVCR2
YNR055C	HIAT1
YNR055C	HIATL1
YNR055C	HIATL2
YNR055C	MFSD1
YNR055C	MFSD10
YNR055C	MFSD12
YNR055C	MFSD2A
YNR055C	MFSD3
YNR055C	MFSD4
YNR055C	MFSD5
YNR055C	MFSD6
YNR055C	MFSD7
YNR055C	MFSD8
YNR055C	MFSD9
YNR055C	SLC15A3
YNR055C	SLC15A4
YNR055C	SLC16A10
YNR055C	SLC16A11
YNR055C	SLC16A12
YNR055C	SLC16A14
YNR055C	SLC16A2
YNR055C	SLC16A4
YNR055C	SLC16A5
YNR055C	SLC16A6
YNR055C	SLC16A7
YNR055C	SLC17A1
YNR055C	SLC17A3
YNR055C	SLC17A5
YNR055C	SLC17A6
YNR055C	SLC17A8
YNR055C	SLC17A9
YNR055C	SLC18A1
YNR055C	SLC18B1
YNR055C	SLC22A1
YNR055C	SLC22A11
YNR055C	SLC22A13
YNR055C	SLC22A14
YNR055C	SLC22A15
YNR055C	SLC22A17
YNR055C	SLC22A18
YNR055C	SLC22A23
YNR055C	SLC22A24
YNR055C	SLC22A25
YNR055C	SLC22A6
YNR055C	SLC22A7
YNR055C	SLC22A9
YNR055C	SLC2A10
YNR055C	SLC2A11
YNR055C	SLC2A12
YNR055C	SLC2A13
YNR055C	SLC2A5
YNR055C	SLC2A6
YNR055C	SLC2A7
YNR055C	SLC37A1
YNR055C	SLC37A2
YNR055C	SLC37A3
YNR055C	SLC43A1
YNR055C	SLC43A2
YNR055C	SLC43A3
YNR055C	SLC45A1
YNR055C	SLC45A3
YNR055C	SLC45A4
YNR055C	SLC46A2
YNR055C	SLC46A3
YNR055C	SLCO1C1
YNR055C	SLCO2A1
YNR055C	SLCO2B1
YNR055C	SLCO3A1
YNR055C	SLCO4A1
YNR055C	SPNS1
YNR055C	SPNS2
YNR055C	SPNS3
YNR055C	SV2B
YNR055C	SV2C
YNR064C	BPHL
YNR070W	ABCA10
YNR070W	ABCA13
YNR070W	ABCA3
YNR070W	ABCA6
YNR070W	ABCA7
YNR070W	ABCA8
YNR070W	ABCA9
YNR070W	ABCB1
YNR070W	ABCB10
YNR070W	ABCB7
YNR070W	ABCB8
YNR070W	ABCB9
YNR070W	ABCC1
YNR070W	ABCC10
YNR070W	ABCC11
YNR070W	ABCC2
YNR070W	ABCC3
YNR070W	ABCC6
YNR070W	ABCD4
YNR070W	ABCF2
YNR070W	ABCG4
YNR072W	SLC2A10
YNR072W	SLC2A11
YNR072W	SLC2A12
YNR072W	SLC2A5
YNR072W	SLC2A6
YNR072W	SLC2A7
YNR072W	SLC37A3
YOL003C	ZDHHC1
YOL003C	ZDHHC2
YOL003C	ZDHHC3
YOL003C	ZDHHC5
YOL003C	ZDHHC7
YOL010W	RCL1
YOL011W	PLA2G4D
YOL011W	PLA2G4E
YOL011W	PLA2G4F
YOL012C	DRAP1
YOL012C	NFYB
YOL012C	NFYC
YOL016C	ADRBK2
YOL016C	AKT3
YOL016C	BMX
YOL016C	CAMKK2
YOL016C	CDC42BPB
YOL016C	CDC42BPG
YOL016C	CDK17
YOL016C	CDK18
YOL016C	CDKL1
YOL016C	CLK1
YOL016C	CLK3
YOL016C	CSNK1A1
YOL016C	CSNK1E
YOL016C	CSNK1G1
YOL016C	CSNK1G2
YOL016C	CSNK1G3
YOL016C	DAPK2
YOL016C	DYRK3
YOL016C	DYRK4
YOL016C	GRK5
YOL016C	GRK6
YOL016C	GRK7
YOL016C	GSG2
YOL016C	ICK
YOL016C	JAK1
YOL016C	KALRN
YOL016C	KSR1
YOL016C	LMTK2
YOL016C	LTK
YOL016C	MAP3K12
YOL016C	MAP3K13
YOL016C	MAP3K3
YOL016C	MAP3K6
YOL016C	MAP3K8
YOL016C	MAP4K1
YOL016C	MAP4K3
YOL016C	MAP4K4
YOL016C	MAP4K5
YOL016C	MAPK4
YOL016C	MAPK6
YOL016C	MAPKAPK5
YOL016C	MARK1
YOL016C	MAST1
YOL016C	MKNK1
YOL016C	MKNK2
YOL016C	MLK4
YOL016C	MOK
YOL016C	NEK11
YOL016C	NEK3
YOL016C	NEK4
YOL016C	NLK
YOL016C	OXSR1
YOL016C	PBK
YOL016C	PEAK1
YOL016C	PKN1
YOL016C	PKN3
YOL016C	PRKD3
YOL016C	PRKG2
YOL016C	PSKH1
YOL016C	PTK6
YOL016C	RPS6KB2
YOL016C	RPS6KC1
YOL016C	SCYL3
YOL016C	SIK2
YOL016C	SIK3
YOL016C	SNRK
YOL016C	STK10
YOL016C	STK16
YOL016C	STK17B
YOL016C	STK33
YOL016C	STK38
YOL016C	STK38L
YOL016C	TEC
YOL016C	TNK1
YOL016C	TNK2
YOL016C	TNNI3K
YOL016C	TP53RK
YOL016C	TTBK2
YOL016C	TYK2
YOL016C	VRK1
YOL016C	VRK2
YOL016C	WNK2
YOL018C	BET1
YOL018C	STX6
YOL018C	STX8
YOL021C	DIS3
YOL021C	DIS3L
YOL023W	EEF2
YOL023W	EIF2S3
YOL023W	EIF5B
YOL023W	GUF1
YOL023W	MTIF2
YOL023W	TUFM
YOL028C	BACH1
YOL028C	CREB5
YOL028C	TEF
YOL033W	EARS2
YOL033W	EPRS
YOL033W	QARS
YOL041C	A1CF
YOL041C	CELF5
YOL041C	CELF6
YOL041C	CNOT4
YOL041C	CPSF7
YOL041C	CSTF2
YOL041C	CSTF2T
YOL041C	ELAVL4
YOL041C	ESRP1
YOL041C	EWSR1
YOL041C	HNRNPA3
YOL041C	HNRNPC
YOL041C	HNRNPD
YOL041C	HNRNPF
YOL041C	HNRNPH1
YOL041C	HNRNPH2
YOL041C	HNRNPH3
YOL041C	HNRNPL
YOL041C	HNRNPM
YOL041C	HNRNPR
YOL041C	LARP7
YOL041C	NONO
YOL041C	PABPC3
YOL041C	PPRC1
YOL041C	PSPC1
YOL041C	RBFOX3
YOL041C	RBM23
YOL041C	RBM26
YOL041C	RBM28
YOL041C	RBM39
YOL041C	RBM8A
YOL041C	RBMS1
YOL041C	RBMS2
YOL041C	RBMXL1
YOL041C	RBMY1A1
YOL041C	RBMY1D
YOL041C	RBMY1E
YOL041C	RBPMS
YOL041C	RDM1
YOL041C	RNPC3
YOL041C	RNPS1
YOL041C	SAFB2
YOL041C	SART3
YOL041C	SCAF8
YOL041C	SF3B14
YOL041C	SF3B4
YOL041C	SFPQ
YOL041C	SLIRP
YOL041C	SNRNP35
YOL041C	SNRNP70
YOL041C	SNRPA
YOL041C	SNRPB2
YOL041C	SREK1
YOL041C	SSB
YOL041C	TARDBP
YOL041C	TUT1
YOL041C	U2AF1L4
YOL041C	U2SURP
YOL041C	ZCRB1
YOL041C	ZNF638
YOL041C	ZRSR2
YOL043C	MBD4
YOL043C	MUTYH
YOL043C	NTHL1
YOL045W	CDK17
YOL045W	CLK3
YOL045W	DYRK4
YOL045W	MAP3K12
YOL045W	PHKG1
YOL045W	PHKG2
YOL045W	PSKH1
YOL045W	SIK3
YOL045W	STK10
YOL045W	TNNI3K
YOL045W	TP53RK
YOL052C	AMD1
YOL058W	ASS1
YOL062C	AP1M2
YOL062C	AP3M1
YOL062C	AP3M2
YOL062C	AP4M1
YOL062C	AP5M1
YOL062C	ARCN1
YOL062C	STON1
YOL062C	STON2
YOL068C	SIRT5
YOL075C	ABCA10
YOL075C	ABCA13
YOL075C	ABCA3
YOL075C	ABCA6
YOL075C	ABCA7
YOL075C	ABCA8
YOL075C	ABCA9
YOL075C	ABCB1
YOL075C	ABCB10
YOL075C	ABCB7
YOL075C	ABCB8
YOL075C	ABCB9
YOL075C	ABCC1
YOL075C	ABCC10
YOL075C	ABCC11
YOL075C	ABCC2
YOL075C	ABCC3
YOL075C	ABCC6
YOL075C	ABCD4
YOL075C	ABCF2
YOL075C	ABCG4
YOL077C	BRIX1
YOL080C	ERI1
YOL080C	ISG20L2
YOL081W	RASA2
YOL081W	RASA3
YOL081W	RASA4
YOL081W	RASAL1
YOL081W	RASAL2
YOL081W	RASAL3
YOL087C	CDRT1
YOL087C	DCAF12L1
YOL087C	LRBA
YOL087C	STRN4
YOL087C	TBL2
YOL087C	WDFY1
YOL087C	WDR36
YOL087C	WDR46
YOL087C	WDR55
YOL087C	WDR59
YOL087C	WDR74
YOL087C	WSB1
YOL088C	QSOX1
YOL090W	MSH3
YOL090W	MSH5
YOL090W	MSH5-SAPCD1
YOL093W	TRMT10C
YOL094C	RFC2
YOL094C	RFC5
YOL097C	WARS2
YOL097C	YARS
YOL097C	YARS2
YOL100W	AKT3
YOL100W	CAMKK2
YOL100W	CDK17
YOL100W	CDK18
YOL100W	CLK1
YOL100W	CLK3
YOL100W	CSNK1G1
YOL100W	DYRK4
YOL100W	GSG2
YOL100W	ICK
YOL100W	JAK1
YOL100W	KSR1
YOL100W	MAP3K12
YOL100W	MAP3K13
YOL100W	MAP3K3
YOL100W	MAP3K6
YOL100W	MAP4K1
YOL100W	MAP4K3
YOL100W	MAP4K4
YOL100W	MAP4K5
YOL100W	MAPK4
YOL100W	MAPK6
YOL100W	MAST1
YOL100W	MKNK1
YOL100W	MLK4
YOL100W	MOK
YOL100W	OXSR1
YOL100W	PKN3
YOL100W	PRKD3
YOL100W	PSKH1
YOL100W	PTK6
YOL100W	SIK2
YOL100W	SIK3
YOL100W	STK10
YOL100W	STK38
YOL100W	STK38L
YOL100W	TEC
YOL100W	TNK1
YOL100W	TNNI3K
YOL100W	TYK2
YOL100W	VRK2
YOL100W	WNK2
YOL102C	TRPT1
YOL103W	MFSD9
YOL103W	SLC22A15
YOL103W	SLC22A17
YOL103W	SLC22A23
YOL103W	SLC22A24
YOL103W	SLC22A25
YOL103W	SLC22A31
YOL103W	SLC22A9
YOL103W	SLC2A11
YOL103W	SLC2A12
YOL103W	SLC2A13
YOL103W	SLC2A7
YOL103W	SLC37A3
YOL103W	SPNS1
YOL103W	SPNS2
YOL103W	SPNS3
YOL103W	SV2B
YOL103W	SV2C
YOL113W	CLK1
YOL113W	CLK3
YOL113W	MAP3K12
YOL113W	MAPK4
YOL113W	MAPK6
YOL113W	NEK3
YOL113W	NEK4
YOL113W	NEK6
YOL113W	NEK7
YOL113W	PIM3
YOL113W	PTK6
YOL113W	STK10
YOL113W	VRK1
YOL113W	WNK2
YOL119C	FLVCR2
YOL119C	HIAT1
YOL119C	HIATL1
YOL119C	HIATL2
YOL119C	MFSD1
YOL119C	MFSD10
YOL119C	MFSD12
YOL119C	MFSD2A
YOL119C	MFSD3
YOL119C	MFSD4
YOL119C	MFSD5
YOL119C	MFSD6
YOL119C	MFSD7
YOL119C	MFSD8
YOL119C	MFSD9
YOL119C	SLC15A3
YOL119C	SLC15A4
YOL119C	SLC16A10
YOL119C	SLC16A11
YOL119C	SLC16A12
YOL119C	SLC16A14
YOL119C	SLC16A2
YOL119C	SLC16A4
YOL119C	SLC16A5
YOL119C	SLC16A6
YOL119C	SLC16A7
YOL119C	SLC17A1
YOL119C	SLC17A3
YOL119C	SLC17A5
YOL119C	SLC17A6
YOL119C	SLC17A8
YOL119C	SLC17A9
YOL119C	SLC18A1
YOL119C	SLC18B1
YOL119C	SLC22A1
YOL119C	SLC22A11
YOL119C	SLC22A13
YOL119C	SLC22A14
YOL119C	SLC22A15
YOL119C	SLC22A17
YOL119C	SLC22A18
YOL119C	SLC22A23
YOL119C	SLC22A24
YOL119C	SLC22A25
YOL119C	SLC22A6
YOL119C	SLC22A7
YOL119C	SLC22A9
YOL119C	SLC2A10
YOL119C	SLC2A11
YOL119C	SLC2A12
YOL119C	SLC2A13
YOL119C	SLC2A5
YOL119C	SLC2A6
YOL119C	SLC2A7
YOL119C	SLC37A1
YOL119C	SLC37A2
YOL119C	SLC37A3
YOL119C	SLC43A1
YOL119C	SLC43A2
YOL119C	SLC43A3
YOL119C	SLC45A1
YOL119C	SLC45A3
YOL119C	SLC45A4
YOL119C	SLC46A2
YOL119C	SLC46A3
YOL119C	SLCO1C1
YOL119C	SLCO2A1
YOL119C	SLCO2B1
YOL119C	SLCO3A1
YOL119C	SLCO4A1
YOL119C	SPNS1
YOL119C	SPNS2
YOL119C	SPNS3
YOL119C	SV2B
YOL119C	SV2C
YOL120C	MRPL15
YOL121C	RPS19
YOL123W	A1CF
YOL123W	CELF2
YOL123W	CELF5
YOL123W	CELF6
YOL123W	CPSF6
YOL123W	CPSF7
YOL123W	CSTF2
YOL123W	CSTF2T
YOL123W	ELAVL4
YOL123W	ESRP1
YOL123W	HNRNPA2B1
YOL123W	HNRNPA3
YOL123W	HNRNPC
YOL123W	HNRNPD
YOL123W	HNRNPF
YOL123W	HNRNPH1
YOL123W	HNRNPH2
YOL123W	HNRNPH3
YOL123W	HNRNPL
YOL123W	HNRNPM
YOL123W	HNRNPR
YOL123W	LARP7
YOL123W	NONO
YOL123W	PABPC3
YOL123W	PTBP1
YOL123W	PTBP2
YOL123W	PUF60
YOL123W	RALY
YOL123W	RBFOX1
YOL123W	RBFOX3
YOL123W	RBM15B
YOL123W	RBM23
YOL123W	RBM25
YOL123W	RBM26
YOL123W	RBM28
YOL123W	RBM39
YOL123W	RBMS1
YOL123W	RBMS2
YOL123W	RBMXL1
YOL123W	RBMY1A1
YOL123W	RBMY1D
YOL123W	RBMY1E
YOL123W	RBMY1F
YOL123W	RBPMS
YOL123W	RNPC3
YOL123W	RNPS1
YOL123W	SART3
YOL123W	SCAF8
YOL123W	SF3B14
YOL123W	SF3B4
YOL123W	SFPQ
YOL123W	SNRNP35
YOL123W	SNRNP70
YOL123W	SNRPA
YOL123W	SNRPB2
YOL123W	SREK1
YOL123W	SRSF11
YOL123W	SRSF2
YOL123W	SRSF3
YOL123W	SRSF4
YOL123W	SRSF5
YOL123W	SRSF7
YOL123W	SRSF9
YOL123W	SSB
YOL123W	TARDBP
YOL123W	TRA2A
YOL123W	TRA2B
YOL123W	TUT1
YOL123W	U2AF1
YOL123W	U2AF1L4
YOL123W	U2AF2
YOL123W	U2SURP
YOL123W	ZCRB1
YOL123W	ZRSR2
YOL125W	TRMT13
YOL126C	MDH1
YOL126C	MDH1B
YOL126C	MDH2
YOL127W	MRPL23
YOL128C	CDK17
YOL128C	CLK1
YOL128C	CLK3
YOL128C	DYRK4
YOL128C	MAP3K12
YOL128C	MAP4K1
YOL128C	MAP4K3
YOL128C	MAP4K4
YOL128C	MAP4K5
YOL128C	MYO3B
YOL128C	OXSR1
YOL128C	PSKH1
YOL128C	PTK6
YOL128C	SIK3
YOL128C	STK10
YOL128C	STK39
YOL128C	TNNI3K
YOL136C	PFKFB3
YOL136C	PFKFB4
YOL137W	MFSD11
YOL138C	TEP1
YOL140W	OAT
YOL141W	LCMT2
YOL145C	GTF3C3
YOL146W	GINS3
YOL146W	GINS4
YOL147C	PEX11A
