Q0045		MT-CO1
YLR188W		TAP2
YLR191W		PEX13
YLR192C		EIF3J
YLR193C		PRELID1
YLR195C		NMT1
YLR195C		NMT2
YLR196W		PWP1
YLR197W		NOP56
YLR200W		PFDN6
YLR201C		COQ9
YLR207W		SEL1L
YLR207W		SEL1L2
YLR207W		SEL1L3
YLR208W		SEC13
YLR209C		PNP
YLR210W		CCNA1
YLR210W		CCNA2
YLR210W		CCNB1
YLR210W		CCNB2
YLR210W		CCNB3
YLR210W		CCNF
YLR212C		TUBD1
YLR212C		TUBG1
YLR212C		TUBG2
YLR215C		CDC123
YLR216C		NKTR
YLR216C		PPID
YLR216C		PPIG
YLR216C		PPIH
YLR216C		PPIL6
YLR222C		TBL3
YLR222C		TEP1
YLR229C		CDC42
YLR229C		RHOJ
YLR229C		RHOQ
YLR231C		KYNU
YLR234W		TOP3A
YLR234W		TOP3B
YLR239C		LIPT2
YLR240W		PIK3C2A
YLR240W		PIK3C2B
YLR240W		PIK3C2G
YLR240W		PIK3C3
YLR242C		ARV1
YLR243W		GPN3
YLR244C		METAP1
YLR244C		METAP1D
YLR245C		CDA
YLR246W		ZDHHC12
YLR246W		ZDHHC14
YLR246W		ZDHHC18
YLR246W		ZDHHC19
YLR246W		ZDHHC5
YLR246W		ZDHHC8
YLR246W		ZDHHC9
YLR247C		SHPRH
YLR248W		MAPKAPK2
YLR248W		MAPKAPK3
YLR248W		MAPKAPK5
YLR248W		MKNK1
YLR248W		MKNK2
YLR251W		MPV17
YLR251W		MPV17L
YLR251W		MPV17L2
YLR251W		PXMP2
YLR253W		ADCK1
YLR253W		ADCK5
YLR258W		GYS1
YLR258W		GYS2
YLR259C		HSPD1
YLR260W		AGK
YLR260W		CERK
YLR260W		CERKL
YLR260W		SPHK1
YLR260W		SPHK2
YLR262C		RAB28
YLR262C		RAB41
YLR262C		RAB6A
YLR262C		RAB6B
YLR262C		RAB6C
YLR262C-A		TMA7
YLR264W		RPS28
YLR268W		SEC22A
YLR268W		SEC22C
YLR270W		DCPS
YLR272C		NCAPD2
YLR274W		MCM5
YLR275W		SNRPD2
YLR276C		DDX56
YLR277C		CPSF3
YLR277C		CPSF3L
YLR281C		C12ORF65
YLR284C		CDY1
YLR284C		CDY1B
YLR284C		CDY2A
YLR284C		CDY2B
YLR284C		CDYL
YLR284C		CDYL2
YLR284C		ECHDC3
YLR284C		ECI2
YLR287C-A		AP000769.1
YLR287C-A		FAU
YLR289W		GUF1
YLR291C		EIF2B2
YLR293C		RAB23
YLR293C		RAN
YLR299W		GGT1
YLR299W		GGT2
YLR299W		GGT5
YLR299W		GGT6
YLR299W		GGT7
YLR299W		GGTLC1
YLR299W		GGTLC2
YLR299W		GGTLC3
YLR304C		ACO2
YLR305C		PI4KA
YLR306W		UBE2F
YLR306W		UBE2M
YLR310C		RALGDS
YLR310C		RASGRF1
YLR310C		RASGRF2
YLR310C		RGL4
YLR314C		SEPT12
YLR314C		SEPT14
YLR314C		SEPT3
YLR314C		SEPT9
YLR316C		ADAT3
YLR318W		TERT
YLR321C		SMARCB1
YLR323C		RNF113A
YLR323C		RNF113B
YLR325C		RPL38
YLR328W		NMNAT1
YLR328W		NMNAT2
YLR328W		NMNAT3
YLR332W		AL359195.1
YLR333C		RPS25
YLR336C		NOM1
YLR337C		WIPF1
YLR337C		WIPF2
YLR337C		WIPF3
YLR340W		RPLP0
YLR344W		RPL26
YLR344W		RPL26L1
YLR347C		KPNB1
YLR348C		SLC25A10
YLR348C		SLC25A11
YLR348C		SLC25A27
YLR350W		ORMDL1
YLR350W		ORMDL2
YLR350W		ORMDL3
YLR351C		NIT2
YLR354C		TALDO1
YLR357W		PBRM1
YLR359W		ADSL
YLR362W		MAP3K19
YLR362W		MAP3K2
YLR362W		MAP3K3
YLR367W		RPS15A
YLR369W		HSPA13
YLR370C		ARPC3
YLR371W		ARHGEF1
YLR371W		ARHGEF11
YLR371W		ARHGEF12
YLR371W		ARHGEF3
YLR371W		NET1
YLR372W		ELOVL1
YLR372W		ELOVL3
YLR372W		ELOVL6
YLR372W		ELOVL7
YLR377C		FBP1
YLR377C		FBP2
YLR378C		SEC61A1
YLR378C		SEC61A2
YLR382C		LARS2
YLR383W		SMC6
YLR384C		IKBKAP
YLR386W		VAC14
YLR387C		ZNF622
YLR388W		RPS29
YLR389C		IDE
YLR389C		NRD1
YLR396C		RP11-512M8.5
YLR396C		VPS33A
YLR396C		VPS33B
YLR397C		SPATA5
YLR397C		SPATA5L1
YLR398C		DDX60
YLR398C		DDX60L
YLR398C		SKIV2L
YLR399C		CREBBP
YLR399C		EP300
YLR399C		NCOA6
YLR401C		CTB-54O9.9
YLR401C		DUS3L
YLR403W		JAZF1
YLR405W		DUS4L
YLR406C		RPL31
YLR409C		WDR36
YLR410W		PPIP5K1
YLR410W		PPIP5K2
YLR418C		CDC73
YLR422W		DOCK1
YLR422W		DOCK2
YLR422W		DOCK3
YLR422W		DOCK4
YLR422W		DOCK5
YLR426W		DHRS3
YLR426W		HSD17B11
YLR426W		HSD17B13
YLR426W		RDH10
YLR426W		SDR16C5
YLR427W		RNF10
YLR429W		CORO1A
YLR429W		CORO1B
YLR429W		CORO1C
YLR429W		CORO2A
YLR429W		CORO2B
YLR429W		CORO6
YLR429W		CORO7
YLR429W		CORO7-PAM16
YLR430W		SETX
YLR432W		GMPR
YLR432W		GMPR2
YLR432W		IMPDH1
YLR432W		IMPDH2
YLR433C		PPP3CA
YLR433C		PPP3CB
YLR433C		PPP3CC
YLR435W		TSR2
YLR438C-A		LSM3
YLR438W		OAT
YLR441C		RPS3A
YLR447C		ATP6V0D1
YLR447C		ATP6V0D2
YLR448W		RPL6
YLR450W		HMGCR
YLR454W		KIAA0100
YLR459W		PIGU
YML001W		RAB7A
YML001W		RAB9A
YML001W		RAB9B
YML004C		GLO1
YML005W		TRMT12
YML010W		SUPT5H
YML012W		TMED10
YML014W		ALKBH8
YML014W		KIAA1456
YML015C		TAF11
YML018C		SLC35F5
YML021C		UNG
YML022W		APRT
YML024W		RPS17
YML024W		RPS17L
YML026C		RPS18
YML028W		PRDX1
YML028W		PRDX2
YML028W		PRDX3
YML028W		PRDX4
YML032C		RAD52
YML035C		AMPD1
YML035C		AMPD2
YML035C		AMPD3
YML036W		TPRKB
YML038C		SLC35C2
YML042W		CHAT
YML042W		CPT1A
YML042W		CPT1B
YML042W		CPT1C
YML042W		CRAT
YML042W		CROT
YML046W		PRPF39
YML049C		DDB1
YML049C		SF3B3
YML054C		HAO1
YML054C		HAO2
YML056C		GMPR
YML056C		GMPR2
YML056C		IMPDH1
YML056C		IMPDH2
YML057W		PPP3CA
YML057W		PPP3CB
YML057W		PPP3CC
YML059C		PNPLA6
YML059C		PNPLA7
YML060W		OGG1
YML061C		PIF1
YML063W		RPS3A
YML068W		RNF14
YML069W		SSRP1
YML070W		DAK
YML072C		ESYT1
YML072C		ESYT2
YML072C		ESYT3
YML072C		MCTP1
YML072C		MCTP2
YML073C		RPL6
YML075C		HMGCR
YML077W		TRAPPC1
YML078W		PPIA
YML078W		PPIAL4A
YML078W		PPIAL4B
YML078W		PPIAL4C
YML078W		PPIAL4D
YML078W		PPIAL4G
YML078W		PPIE
YML078W		PPIF
YML080W		DUS1L
YML085C		TUBA3C
YML085C		TUBA3D
YML085C		TUBA3E
YML085C		TUBA8
YML085C		TUBAL3
YML087C		CYB5R4
YML092C		DKFZP686D09174
YML092C		PSMA2
YML093W		UTP14A
YML093W		UTP14C
YML094W		PFDN5
YML095C		ERCC1
YML096W		ASNSD1
YML097C		GAPVD1
YML097C		KCTD7
YML097C		RABGEF1
YML098W		TAF13
YML102W		CHAF1B
YML104C		SNX13
YML104C		SNX14
YML104C		SNX19
YML104C		SNX25
YML110C		COQ5
YML121W		RRAGA
YML121W		RRAGB
YML124C		TUBA3C
YML124C		TUBA3D
YML124C		TUBA3E
YML124C		TUBA8
YML124C		TUBAL3
YML125C		CYB5R4
YML126C		HMGCS1
YML126C		HMGCS2
YML130C		ERO1L
YML130C		ERO1LB
YML131W		PTGR1
YML131W		PTGR2
YML131W		RP5-1021I20.4
YMR001C		PLK1
YMR001C		PLK2
YMR001C		PLK3
YMR001C		PLK4
YMR001C		PLK5
YMR002W		CHCHD10
YMR002W		CHCHD2
YMR004W		SNX8
YMR009W		ADI1
YMR010W		PQLC1
YMR011W		SLC2A6
YMR011W		SLC2A8
YMR012W		KIAA0664
YMR013C		DOLK
YMR018W		PEX5
YMR018W		PEX5L
YMR020W		KDM1A
YMR020W		KDM1B
YMR020W		PAOX
YMR020W		SMOX
YMR022W		UBE2G1
YMR022W		UBE2G2
YMR023C		GTPBP3
YMR026C		PEX12
YMR027W		C6ORF211
YMR028W		IGBP1
YMR034C		SLC10A7
YMR035W		IMMP2L
YMR036C		CDC25A
YMR036C		CDC25B
YMR036C		CDC25C
YMR037C		EGR1
YMR037C		EGR2
YMR037C		EGR3
YMR037C		EGR4
YMR037C		WT1
YMR039C		SUB1
YMR042W		SRF
YMR043W		SRF
YMR047C		NUP214
YMR047C		POM121
YMR047C		POM121C
YMR047C		POM121L2
YMR047C		PROSER1
YMR049C		BOP1
YMR049C		KM-PA-2
YMR054W		ATP6V0A1
YMR054W		ATP6V0A2
YMR054W		ATP6V0A4
YMR054W		TCIRG1
YMR056C		SLC25A31
YMR056C		SLC25A4
YMR056C		SLC25A5
YMR056C		SLC25A6
YMR061W		CSTF3
YMR068W		ANKRD55
YMR074C		PDCD5
YMR075W		PHF12
YMR076C		PDS5A
YMR076C		PDS5B
YMR077C		CHMP6
YMR077C		CHMP7
YMR078C		CHTF18
YMR079W		RP4-539M6.19
YMR079W		SEC14L1
YMR079W		SEC14L2
YMR079W		SEC14L3
YMR079W		SEC14L4
YMR079W		SEC14L5
YMR079W		SEC14L6
YMR080C		C4ORF21
YMR080C		HELZ
YMR080C		HELZ2
YMR080C		MOV10
YMR080C		MOV10L1
YMR080C		UPF1
YMR089C		AFG3L2
YMR089C		SPG7
YMR092C		WDR1
YMR093W		UTP15
YMR097C		MTG1
YMR102C		AHI1
YMR102C		WDR44
YMR104C		SGK1
YMR104C		SGK2
YMR104C		SGK3
YMR105C		PGM1
YMR105C		PGM5
YMR109W		MYO19
YMR109W		MYO1D
YMR109W		MYO1E
YMR109W		MYO1F
YMR109W		MYO1G
YMR110C		ALDH3A1
YMR110C		ALDH3A2
YMR110C		ALDH3B2
YMR114C		C3ORF37
YMR116C		GNB2L1
YMR116C		SMU1
YMR120C		ATIC
YMR121C		RPL15
YMR125W		NCBP1
YMR128W		DHX37
YMR130W		HDHD3
YMR131C		GRWD1
YMR132C		CCDC25
YMR137C		DCLRE1A
YMR137C		DCLRE1B
YMR137C		DCLRE1C
YMR139W		AC006486.9
YMR139W		GSK3A
YMR139W		GSK3B
YMR142C		RPL13
YMR143W		RPS16
YMR146C		EIF3I
YMR146C		STRAP
YMR150C		IMMP1L
YMR152W		RTN4IP1
YMR161W		DNAJB12
YMR161W		DNAJB14
YMR161W		DNAJC14
YMR161W		DNAJC18
YMR161W		RP11-762I7.5
YMR165C		LPIN1
YMR165C		LPIN2
YMR165C		LPIN3
YMR167W		MLH1
YMR173W		DMP1
YMR173W		DSPP
YMR183C		STX11
YMR183C		STX19
YMR183C		STX1A
YMR183C		STX1B
YMR183C		STX2
YMR183C		STX3
YMR183C		STX4
YMR186W		HSP90AA1
YMR186W		HSP90AB1
YMR186W		HSP90B1
YMR186W		TRAP1
YMR189W		GLDC
YMR190C		BLM
YMR190C		RECQL
YMR190C		RECQL5
YMR190C		WRN
YMR192W		EVI5
YMR192W		EVI5L
YMR192W		RABGAP1
YMR192W		RABGAP1L
YMR192W		TBC1D12
YMR192W		TBC1D14
YMR194W		RPL36
YMR197C		RP11-1012A1.4
YMR197C		VTI1A
YMR197C		VTI1B
YMR201C		XPA
YMR202W		SIGMAR1
YMR203W		TOMM40
YMR203W		TOMM40L
YMR205C		PFKL
YMR205C		PFKM
YMR205C		PFKP
YMR207C		ACACA
YMR207C		ACACB
YMR208W		MVK
YMR210W		ABHD1
YMR210W		ABHD15
YMR210W		ABHD2
YMR210W		ABHD3
YMR213W		CDC5L
YMR214W		DNAJC11
YMR216C		SRPK1
YMR216C		SRPK2
YMR216C		SRPK3
YMR217W		GMPS
YMR221C		SLC43A1
YMR221C		SLC43A2
YMR221C		SLC43A3
YMR222C		OVCA2
YMR223W		USP20
YMR223W		USP22
YMR223W		USP33
YMR223W		USP44
YMR223W		USP49
YMR223W		USP51
YMR224C		MRE11A
YMR226C		DHRS1
YMR226C		DHRS11
YMR227C		TAF7
YMR227C		TAF7L
YMR229C		PDCD11
YMR230W		RPS10
YMR234W		RNASEH1
YMR234W		RP13-512J5.1
YMR235C		RANGAP1
YMR236W		TAF9
YMR236W		TAF9B
YMR240C		SF3B2
YMR242C		RPL18A
YMR243C		SLC30A1
YMR243C		SLC30A10
YMR243C		SLC30A2
YMR243C		SLC30A3
YMR243C		SLC30A4
YMR243C		SLC30A8
YMR246W		ACSL3
YMR246W		ACSL4
YMR247C		LTN1
YMR253C		SLC35G1
YMR259C		THADA
YMR260C		EIF1AX
YMR260C		EIF1AY
YMR269W		GPATCH4
YMR272C		FA2H
YMR274C		RCE1
YMR276W		UBQLN1
YMR276W		UBQLN2
YMR276W		UBQLN3
YMR276W		UBQLN4
YMR276W		UBQLNL
YMR277W		CTDP1
YMR278W		PGM2
YMR278W		PGM2L1
YMR281W		PIGL
YMR284W		XRCC6
YMR288W		SF3B1
YMR290C		DDX18
YMR292W		GOLT1A
YMR292W		GOLT1B
YMR293C		QRSL1
YMR296C		SPTLC1
YMR297W		CPVL
YMR297W		CTSA
YMR300C		PPAT
YMR301C		ABCB6
YMR301C		ABCB7
YMR304W		USP18
YMR304W		USP40
YMR304W		USP41
YMR304W		USP47
YMR304W		USP48
YMR304W		USP7
YMR308C		IPO5
YMR308C		RANBP6
YMR309C		EIF3C
YMR309C		EIF3CL
YMR310C		C9ORF114
YMR314W		PSMA1
YMR323W		ENO1
YMR323W		ENO2
YMR323W		ENO3
YMR323W		ENO4
YNL001W		PELO
YNL003C		SLC25A26
YNL004W		HNRNPM
YNL004W		MYEF2
YNL005C		MRPL27
YNL006W		MLST8
YNL007C		DNAJC5
YNL007C		DNAJC5B
YNL007C		DNAJC5G
YNL009W		IDH1
YNL009W		IDH2
YNL016W		TIA1
YNL016W		TIAL1
YNL020C		AAK1
YNL020C		BMP2K
YNL021W		HDAC10
YNL021W		HDAC4
YNL021W		HDAC5
YNL021W		HDAC6
YNL021W		HDAC7
YNL021W		HDAC9
YNL022C		NSUN5
YNL022C		NSUN7
YNL023C		NFX1
YNL023C		NFXL1
YNL024C		METTL21A
YNL024C		METTL21B
YNL024C		METTL21C
YNL024C		METTL21D
YNL024C-A		TMEM167A
YNL024C-A		TMEM167B
YNL025C		CCNC
YNL025C		CCNL1
YNL025C		CCNL2
YNL025C		FAM58A
YNL026W		SAMM50
YNL030W		HIST1H4D
YNL030W		HIST1H4G
YNL031C		H3F3A
YNL031C		H3F3B
YNL031C		H3F3C
YNL035C		WDR89
YNL037C		IDH3B
YNL037C		IDH3G
YNL039W		BDP1
YNL040W		AARSD1
YNL040W		PTGES3
YNL040W		PTGES3L
YNL040W		PTGES3L-AARSD1
YNL041C		COG6
YNL044W		RABAC1
YNL045W		C9ORF3
YNL045W		LTA4H
YNL045W		RNPEP
YNL045W		RNPEPL1
YNL048W		ALG11
YNL049C		SEC24A
YNL049C		SEC24B
YNL049C		SEC24C
YNL049C		SEC24D
YNL055C		VDAC1
YNL055C		VDAC2
YNL055C		VDAC3
YNL059C		ACTR5
YNL061W		NOP2
YNL061W		NSUN3
YNL061W		NSUN4
YNL061W		NSUN6
YNL062C		TRMT6
YNL063W		HEMK1
YNL064C		DNAJA1
YNL064C		DNAJA2
YNL064C		DNAJA4
YNL064C		DNAJB11
YNL067W		RPL9
YNL068C		FOXP1
YNL068C		FOXP2
YNL068C		FOXP3
YNL068C		FOXP4
YNL069C		RPL13A
YNL071W		DBT
YNL071W		DLAT
YNL071W		PDHX
YNL072W		RNASEH2A
YNL075W		IMP4
YNL077W		DNAJC11
YNL079C		TPM1
YNL079C		TPM2
YNL079C		TPM3
YNL079C		TPM4
YNL082W		PMS1
YNL082W		PMS2
YNL087W		ESYT1
YNL087W		ESYT2
YNL087W		ESYT3
YNL087W		MCTP1
YNL087W		MCTP2
YNL088W		TOP2A
YNL088W		TOP2B
YNL091W		AL589739.1
YNL091W		NSRP1
YNL091W		TCHH
YNL091W		TRAF3IP1
YNL091W		ZC3H13
YNL092W		C9ORF41
YNL093W		RAB17
YNL093W		RAB22A
YNL093W		RAB31
YNL093W		RAB5A
YNL093W		RAB5B
YNL093W		RAB5C
YNL096C		RPS7
YNL097C		ING1
YNL097C		ING2
YNL097C		ING3
YNL097C		ING4
YNL097C		ING5
YNL098C		RALA
YNL098C		RALB
YNL098C		RRAS
YNL098C		RRAS2
YNL101W		SLC36A1
YNL101W		SLC36A2
YNL101W		SLC36A3
YNL101W		SLC36A4
YNL102W		POLA1
YNL106C		INPP5J
YNL106C		INPP5K
YNL106C		SYNJ1
YNL106C		SYNJ2
YNL107W		YEATS2
YNL107W		YEATS4
YNL110C		MKI67IP
YNL111C		CYB5A
YNL111C		CYB5B
YNL112W		DDX1
YNL112W		DDX17
YNL112W		DDX43
YNL112W		DDX5
YNL112W		DDX53
YNL113W		POLR1D
YNL118C		DCP2
YNL121C		TOMM70A
YNL121C		TTC1
YNL121C		UNC45A
YNL121C		UNC45B
YNL123W		HTRA1
YNL123W		HTRA2
YNL123W		HTRA3
YNL123W		HTRA4
YNL124W		NAF1
YNL126W		TUBGCP2
YNL126W		TUBGCP3
YNL126W		TUBGCP4
YNL126W		TUBGCP5
YNL126W		TUBGCP6
YNL127W		STRIP1
YNL127W		STRIP2
YNL129W		NMRK1
YNL129W		NMRK2
YNL130C		CEPT1
YNL130C		CHPT1
YNL130C		EPT1
YNL132W		NAT10
YNL135C		FKBP1A
YNL135C		FKBP1B
YNL135C		FKBP1C
YNL135C		FKBP4
YNL135C		FKBP5
YNL136W		HMGN5
YNL138W		CAP1
YNL138W		CAP2
YNL139C		TAF3
YNL139C		THOC2
YNL141W		ADA
YNL141W		ADAL
YNL147W		LSM7
YNL148C		CLIP1
YNL148C		CLIP2
YNL148C		CLIP3
YNL148C		CLIP4
YNL148C		DCTN1
YNL148C		RP11-287D1.3
YNL148C		TBCB
YNL153C		PFDN4
YNL155W		ZFAND1
YNL155W		ZFAND2A
YNL155W		ZFAND2B
YNL161W		LATS1
YNL161W		LATS2
YNL161W		ROCK1
YNL161W		ROCK2
YNL161W		STK38
YNL161W		STK38L
YNL162W		RPL36A
YNL162W		RPL36AL
YNL163C		EFTUD1
YNL168C		FAHD1
YNL168C		FAHD2A
YNL168C		FAHD2B
YNL169C		PISD
YNL172W		ANAPC1
YNL178W		RPS3
YNL182C		WDR18
YNL185C		MRPL11
YNL189W		KPNA1
YNL189W		KPNA3
YNL189W		KPNA4
YNL189W		KPNA5
YNL189W		KPNA6
YNL200C		APOA1BP
YNL200C		YJEFN3
YNL201C		SMEK1
YNL201C		SMEK2
YNL202W		DECR1
YNL202W		DECR2
YNL202W		HSD17B14
YNL202W		PECR
YNL204C		ARFGAP1
YNL207W		RIOK2
YNL209W		HSPA13
YNL218W		WRNIP1
YNL219C		ALG9
YNL220W		ADSS
YNL220W		ADSSL1
YNL221C		POP1
YNL222W		SSU72
YNL223W		ATG4A
YNL223W		ATG4B
YNL223W		ATG4C
YNL223W		ATG4D
YNL227C		DNAJC21
YNL232W		EXOSC1
YNL238W		FURIN
YNL238W		PCSK1
YNL238W		PCSK2
YNL238W		PCSK4
YNL238W		PCSK5
YNL238W		PCSK6
YNL238W		PCSK7
YNL239W		BLMH
YNL240C		NARF
YNL240C		NARFL
YNL241C		G6PD
YNL241C		H6PD
YNL242W		ATG2A
YNL242W		ATG2B
YNL243W		HIP1
YNL243W		HIP1R
YNL243W		MESDC1
YNL243W		TLN1
YNL243W		TLN2
YNL244C		EIF1
YNL244C		EIF1B
YNL245C		CWC25
YNL247W		CARS
YNL247W		CARS2
YNL248C		POLR1E
YNL250W		RAD50
YNL253W		THOC3
YNL255C		CNBP
YNL255C		ZCCHC13
YNL261W		ORC5
YNL262W		POLE
YNL263C		YIF1A
YNL263C		YIF1B
YNL265C		IST1
YNL267W		PI4KB
YNL271C		FHDC1
YNL271C		GRID2IP
YNL271C		INF2
YNL273W		TIMELESS
YNL274C		GRHPR
YNL275W		SLC4A1
YNL275W		SLC4A11
YNL275W		SLC4A2
YNL275W		SLC4A3
YNL280C		DHCR7
YNL280C		LBR
YNL280C		TM7SF2
YNL281W		AHSA1
YNL281W		AHSA2
YNL283C		AL359195.1
YNL284C		MRPL15
YNL286W		HTATSF1
YNL287W		COPG1
YNL287W		COPG2
YNL288W		RQCD1
YNL290W		RFC5
YNL292W		TRUB1
YNL292W		TRUB2
YNL293W		GRTP1
YNL297C		MON2
YNL298W		LIMK1
YNL298W		LIMK2
YNL298W		TESK1
YNL298W		TESK2
YNL299W		PAPD5
YNL299W		PAPD7
YNL301C		RPL18
YNL302C		RPS19
YNL305C		FAIM2
YNL305C		GRINA
YNL305C		TMBIM1
YNL305C		TMBIM4
YNL308C		KRI1
YNL310C		DNLZ
YNL312W		RPA2
YNL312W		RPA4
YNL313C		TTC27
YNL315C		ATPAF1
YNL317W		PRB1
YNL317W		PRB2
YNL317W		PRB4
YNL317W		PRH1
YNL317W		PRH2
YNL317W		WDR33
YNL318C		SLC2A6
YNL318C		SLC2A8
YNL320W		ABHD13
YNL320W		FAM108A1
YNL320W		FAM108B1
YNL320W		FAM108C1
YNL323W		TMEM30A
YNL323W		TMEM30B
YNL323W		TMEM30C
YNL325C		FIG4
YNL326C		ZDHHC15
YNL326C		ZDHHC2
YNL326C		ZDHHC20
YNL326C		ZDHHC23
YNL329C		PEX6
YNL330C		HDAC1
YNL330C		HDAC2
YNL330C		HDAC3
YNL330C		HDAC8
YNR003C		POLR3F
YNR006W		HGS
YNR006W		WDFY1
YNR006W		WDFY2
YNR007C		ATG3
YNR008W		LCAT
YNR008W		PLA2G15
YNR011C		DHX30
YNR011C		TDRD9
YNR011C		YTHDC2
YNR012W		UCK1
YNR012W		UCK2
YNR012W		UCKL1
YNR013C		SLC13A1
YNR013C		SLC13A2
YNR013C		SLC13A3
YNR013C		SLC13A4
YNR013C		SLC13A5
YNR015W		DUS2L
YNR017W		TIMM23
YNR017W		TIMM23B
YNR019W		DGAT1
YNR019W		SOAT1
YNR019W		SOAT2
YNR020C		XRCC6BP1
YNR023W		SMARCD1
YNR023W		SMARCD2
YNR023W		SMARCD3
YNR027W		PDXK
YNR029C		CBWD1
YNR029C		CBWD2
YNR029C		CBWD3
YNR029C		CBWD5
YNR029C		CBWD6
YNR029C		CBWD7
YNR030W		ALG12
YNR031C		MAP3K4
YNR032C-A		UBL5
YNR034W		PGLS
YNR035C		ARPC2
YNR036C		MRPS12
YNR038W		DDX51
YNR041C		COQ2
YNR043W		MVD
YNR046W		AC013449.1
YNR046W		TRMT112
YNR048W		TMEM30A
YNR048W		TMEM30B
YNR048W		TMEM30C
YNR050C		AASS
YNR052C		CNOT7
YNR052C		CNOT8
YNR053C		GNL2
YNR054C		ABT1
YNR065C		SORCS1
YNR065C		SORCS2
YNR065C		SORCS3
YNR065C		SORT1
YNR066C		SORCS1
YNR066C		SORCS2
YNR066C		SORCS3
YNR066C		SORT1
YNR071C		GALM
YNR072W		SLC2A6
YNR072W		SLC2A8
YNR074C		AIFM2
YOL002C		ADIPOR1
YOL002C		ADIPOR2
YOL002C		PAQR3
YOL002C		PAQR4
YOL003C		ZDHHC16
YOL003C		ZDHHC6
YOL004W		SIN3A
YOL004W		SIN3B
YOL005C		POLR2J
YOL005C		POLR2J2
YOL005C		POLR2J3
YOL006C		TOP1
YOL006C		TOP1MT
YOL010W		RCL1
YOL010W		RTCA
YOL012C		H2AFV
YOL012C		H2AFY
YOL012C		H2AFY2
YOL012C		H2AFZ
YOL012C		HIST1H2AA
YOL013C		AMFR
YOL013C		RNF139
YOL013C		RNF145
YOL013C		SYVN1
YOL016C		CAMK2A
YOL016C		CAMK2B
YOL016C		CAMK2D
YOL016C		CAMK2G
YOL016C		CAMK4
YOL016C		DCLK3
YOL018C		STX16
YOL018C		STX16-NPEPL1
YOL021C		DIS3
YOL021C		DIS3L
YOL021C		DIS3L2
YOL023W		MTIF2
YOL027C		LETM1
YOL027C		LETM2
YOL033W		EARS2
YOL034W		SMC5
YOL038W		PSMA7
YOL038W		PSMA8
YOL039W		RPLP2
YOL040C		RPS15
YOL041C		RBM34
YOL043C		NTHL1
YOL045W		PASK
YOL045W		PIM1
YOL045W		PIM2
YOL045W		PIM3
YOL049W		GSS
YOL052C		AMD1
YOL057W		DPP3
YOL058W		ASS1
YOL059W		GPD1
YOL059W		GPD1L
YOL060C		CNNM1
YOL060C		CNNM2
YOL060C		CNNM3
YOL060C		CNNM4
YOL066C		RPUSD2
YOL068C		SIRT1
YOL069W		NUF2
YOL071W		RP11-286N22.8
YOL071W		SDHAF2
YOL076W		NAA25
YOL077C		BRIX1
YOL080C		AEN
YOL080C		ISG20
YOL080C		ISG20L2
YOL080C		REXO4
YOL081W		NF1
YOL087C		WDR48
YOL090W		MSH2
YOL092W		C3ORF55
YOL092W		PQLC2
YOL093W		TRMT10A
YOL093W		TRMT10B
YOL093W		TRMT10C
YOL094C		RFC2
YOL096C		COQ3
YOL097C		WARS
YOL100W		PDPK1
YOL102C		TRPT1
YOL103W		SLC2A10
YOL103W		SLC2A12
YOL103W		SLC2A13
YOL105C		AL359195.1
YOL107W		TMEM115
YOL112W		GRTP1
YOL113W		LIMK1
YOL113W		LIMK2
YOL113W		TESK1
YOL113W		TESK2
YOL114C		ICT1
YOL115W		PAPD5
YOL115W		PAPD7
YOL120C		RPL18
YOL121C		RPS19
YOL122C		SLC11A1
YOL122C		SLC11A2
YOL123W		DAZAP1
YOL123W		HNRNPA0
YOL123W		MSI1
YOL123W		MSI2
YOL124C		TRMT11
YOL125W		TRMT13
YOL127W		RPL23A
YOL133W		RBX1
YOL133W		RNF7
YOL135C		MED7
YOL139C		EIF4E
YOL139C		EIF4E1B
YOL139C		EIF4E2
YOL139C		EIF4E3
YOL140W		AGXT2
YOL140W		AGXT2L1
YOL140W		AGXT2L2
YOL141W		LCMT1
YOL141W		LCMT2
YOL142W		EXOSC3
YOL145C		CTR9
YOL156W		SLC2A6
YOL156W		SLC2A8
YOL157C		SLC3A1
YOL157C		SLC3A2
YOR001W		EXOSC10
YOR002W		ALG6
YOR003W		PCSK9
YOR004W		UTP23
YOR005C		LIG3
YOR005C		LIG4
YOR006C		TSR3
YOR007C		SGTA
YOR007C		SGTB
YOR007C		STUB1
YOR007C		TTC12
YOR008C		AL359195.1
YOR014W		PPP2R5A
YOR014W		PPP2R5B
YOR014W		PPP2R5C
YOR014W		PPP2R5D
YOR014W		PPP2R5E
YOR020C		HSPE1
YOR022C		DDHD1
YOR022C		DDHD2
YOR022C		SEC23IP
YOR027W		RPAP3
YOR027W		SPAG1
YOR027W		STIP1
YOR027W		TOMM34
YOR033C		EXO1
YOR034C		ZDHHC13
YOR034C		ZDHHC17
YOR036W		STX12
YOR036W		STX7
YOR036W		TSNARE1
YOR039W		CSNK2B
YOR040W		ETHE1
YOR040W		HAGH
YOR040W		HAGHL
YOR040W		PNKD
YOR046C		DDX19A
YOR046C		DDX19B
YOR046C		DDX25
YOR048C		XRN2
YOR053W		CATSPER1
YOR054C		PPCDC
YOR056C		NOB1
YOR057W		SUGT1
YOR058C		PRC1
YOR063W		RPL3
YOR063W		RPL3L
