Chromosome	Start	End
chr14	27748306	27754032
chr14	27760029	27762833
chr14	27832788	27836986
chr14	28107275	28108316
chr14	28149319	28152268
chr14	28395035	28398489
chr14	28465117	28467731
chr14	28479368	28482162
chr14	28493616	28497202
chr14	28830967	28832720
chr14	28948773	28953087
chr14	28993292	28999507
chr14	29021360	29025356
chr14	29060682	29064053
chr14	29068660	29071848
chr14	29082672	29084237
chr14	29157779	29162473
chr14	29196856	29199583
chr14	29267534	29273195
chr14	29596343	29602012
chr14	29899574	29904426
chr14	29909321	29915103
chr14	29922906	29930202
chr14	30025569	30028346
chr14	30283155	30287182
chr14	30298091	30302922
chr14	30363132	30365255
chr14	30432156	30434431
chr14	30495719	30497301
chr14	30512074	30515112
chr14	30573153	30575922
chr14	30664497	30670202
chr14	30686810	30691126
chr14	30774544	30776800
chr14	30798915	30802053
chr14	30803862	30810597
chr14	30824797	30830737
chr14	30863954	30868848
chr14	30981865	30984482
chr14	31205656	31209977
chr14	31220642	31225025
chr14	31237338	31239962
chr14	31242312	31245859
chr14	31274944	31278357
chr14	31321279	31323931
chr14	31342056	31347073
chr14	31354374	31359847
chr14	31500759	31506505
chr14	31857834	31859376
chr14	32016266	32021438
chr14	32055549	32056565
chr14	32285415	32288327
chr14	32328698	32335973
chr14	32388467	32389856
chr14	32413776	32416280
chr14	32420322	32428667
chr14	32476987	32484125
chr14	32521898	32524987
chr14	32662828	32667289
chr14	32692369	32694974
chr14	32777495	32780550
chr14	32815219	32816761
chr14	32832206	32834041
chr14	32834041	32838905
chr14	32938264	32942890
chr14	32966245	32971806
chr14	32998038	33001742
chr14	33035391	33038861
chr14	33070718	33075706
chr14	33126543	33136532
chr14	33168063	33170736
chr14	33174535	33176566
chr14	33177302	33181099
chr14	33212173	33217208
chr14	33242510	33246223
chr14	33296789	33298898
chr14	33305020	33310288
chr14	33361039	33365140
chr14	33368778	33372051
chr14	33375465	33382322
chr14	33433577	33437550
chr14	33485418	33490302
chr14	33528165	33531170
chr14	33535252	33539734
chr14	33591760	33593979
chr14	33604083	33606407
chr14	33614301	33621653
chr14	33633155	33637065
chr14	33667605	33668761
chr14	33696863	33700956
chr14	33741931	33747551
chr14	33806438	33811469
chr14	33811585	33814742
chr14	33822394	33827616
chr14	33828681	33835496
chr14	33850078	33852356
chr14	33858977	33863475
chr14	33909008	33915207
chr14	33915724	33918414
chr14	33926425	33930474
chr14	33930474	33940383
chr14	34017740	34021024
chr14	34032625	34038624
chr14	34049931	34054943
chr14	34082840	34086795
chr14	34156484	34159377
chr14	34162510	34166707
chr14	34194231	34200023
chr14	34222634	34224032
chr14	34313713	34319132
chr14	34383857	34388371
chr14	34434707	34440611
chr14	34467340	34471584
chr14	34475497	34482315
chr14	34488042	34490900
chr14	34562893	34568545
chr14	34595061	34599346
chr14	34629640	34634224
chr14	34687173	34690151
chr14	34722413	34723988
chr14	34723988	34725890
chr14	34751053	34755386
chr14	34768926	34773155
chr14	34792079	34797462
chr14	35209986	35214975
chr14	35803243	35808141
chr14	35884815	35887431
chr14	36188605	36189650
chr14	36454920	36458373
chr14	36483802	36489339
chr14	36525290	36526833
chr14	36542762	36543838
chr14	36682357	36686066
chr14	36729864	36733852
chr14	36739287	36740806
chr14	36873639	36876144
chr14	36940586	36943823
chr14	37083595	37086961
chr14	37140504	37143416
chr14	37150410	37151869
chr14	37151933	37157772
chr14	37173235	37176713
chr14	37201174	37204307
chr14	37207262	37211415
chr14	37222909	37226055
chr14	37279147	37280489
chr14	37308708	37311548
chr14	37324480	37327850
chr14	37333922	37336522
chr14	37349141	37351300
chr14	37355690	37359449
chr14	37383435	37385055
chr14	37421045	37424770
chr14	37460488	37462715
chr14	37482433	37486818
chr14	37499904	37503365
chr14	38042721	38043991
chr14	38200677	38203446
chr14	38218872	38221992
chr14	38283815	38286684
chr14	38324376	38326546
chr14	38454802	38456856
chr14	38556385	38560048
chr14	38588318	38594193
chr14	38626335	38628619
chr14	38665913	38669180
chr14	38708907	38712705
chr14	38715526	38718836
chr14	38754886	38758499
chr14	38847947	38849500
chr14	38991675	38994171
chr14	39193685	39194831
chr14	39303017	39307564
chr14	39369538	39373854
chr14	39399131	39400917
chr14	39409385	39411367
chr14	39977707	39979953
chr14	40114689	40117049
chr14	40134892	40137383
chr14	40186745	40190854
chr14	40233985	40239372
chr14	40253908	40259701
chr14	40268085	40272202
chr14	40304057	40305914
chr14	40337250	40342577
chr14	40397168	40401246
chr14	40523553	40525529
chr14	40533165	40534511
chr14	40642616	40647649
chr14	40673256	40675165
chr14	40830444	40834894
chr14	40839869	40844555
chr14	41088544	41089967
chr14	41090909	41093228
chr14	41098344	41100031
chr14	41263928	41267989
chr14	41347758	41350601
chr14	41465710	41470661
chr14	41512278	41515900
chr14	41561787	41566957
chr14	41596555	41598795
chr14	41606882	41610108
chr14	41613936	41616826
chr14	41801099	41803232
chr14	41895188	41897870
chr14	41924075	41928909
chr14	41938321	41940872
chr14	42178473	42183782
chr14	42243781	42245684
chr14	42311431	42315244
chr14	42325504	42327977
chr14	42398688	42402416
chr14	42477917	42481561
chr14	42542834	42551697
chr14	42577667	42579717
chr14	42716939	42719803
chr14	42720281	42721463
chr14	42859517	42862518
chr14	43006825	43010089
chr14	43064028	43069527
chr14	43135797	43140370
chr14	43168766	43173306
chr14	43192309	43195790
chr14	43220835	43228349
chr14	43273646	43275797
chr14	43319744	43322253
chr14	43322253	43327598
chr14	43410988	43414227
chr14	43457417	43459993
chr14	43479366	43482245
chr14	43517079	43519088
chr14	43625026	43626082
chr14	43729110	43730164
chr14	43755602	43758594
chr14	43802240	43803350
chr14	43902191	43905975
chr14	43987001	43990633
chr14	44148498	44150766
chr14	44209332	44214631
chr14	44262841	44265357
chr14	44301789	44303583
chr14	44430905	44437801
chr14	44540560	44545494
chr14	44618344	44623390
chr14	44683560	44686237
chr14	44794647	44802211
chr14	44874449	44879728
chr14	45246155	45251430
chr14	45323199	45329021
chr14	45730665	45736539
chr14	45785039	45786839
chr14	46080718	46082197
chr14	46242083	46243755
chr14	46311002	46320455
chr14	46333407	46334811
chr14	46561107	46563864
chr14	46746527	46749460
chr14	46900183	46902280
chr14	47142355	47146323
chr14	47414119	47418038
chr14	47456402	47459343
chr14	47563546	47565657
chr14	47833810	47838304
chr14	48060374	48065838
chr14	48104777	48106653
chr14	48176903	48180090
chr14	48305012	48311466
chr14	48350654	48353525
chr14	48431057	48433265
chr14	48460617	48461736
chr14	48466116	48469962
chr14	48510028	48514680
chr14	48570466	48574036
chr14	48608860	48609963
chr14	48671171	48675018
chr14	48843732	48847766
chr14	48891360	48895345
chr14	49001800	49006020
chr14	49054602	49056667
chr14	49311170	49315045
chr14	49339993	49342239
chr14	49581377	49583121
chr14	49765911	49771033
chr14	49807272	49808842
chr14	49838397	49841491
chr14	49952834	49957353
chr14	50007787	50011198
chr14	50070384	50074014
chr14	50110494	50112712
chr14	50357416	50359489
chr14	50420343	50425433
chr14	50455087	50458127
chr14	50723960	50727010
chr14	50806101	50808703
chr14	50812366	50815449
chr14	50833262	50834557
chr14	51177002	51180397
chr14	51318220	51320250
chr14	51341853	51343599
chr14	51357695	51358831
chr14	51409680	51413424
chr14	51446771	51451266
chr14	51490350	51495398
chr14	51577595	51581081
chr14	51588884	51592595
chr14	51902566	51904952
chr14	51922482	51927431
chr14	51953101	51958535
chr14	51962457	51965267
chr14	51971864	51975146
chr14	52039623	52044247
chr14	52077554	52079265
chr14	52122619	52127059
chr14	52204675	52208017
chr14	52214983	52219066
chr14	52242126	52244296
chr14	52294523	52297721
chr14	52308447	52311189
chr14	52318669	52323853
chr14	52333211	52334589
chr14	52364708	52368559
chr14	52379453	52382815
chr14	52400339	52404912
chr14	52425639	52428426
chr14	52432420	52434055
chr14	52451180	52454049
chr14	52523623	52527973
chr14	52571598	52574374
chr14	52647608	52649581
chr14	52652081	52653289
chr14	52761693	52767109
chr14	52768564	52773865
chr14	52816171	52818465
chr14	52860080	52864709
chr14	52892530	52896568
chr14	53067681	53071902
chr14	53153243	53154350
chr14	53386237	53393549
chr14	53472513	53476104
chr14	53675870	53679353
chr14	53849391	53852303
chr14	53868480	53871915
chr14	53898606	53902415
chr14	53975404	53976945
chr14	53994551	53999846
chr14	54099700	54103605
chr14	54122027	54123751
chr14	54162101	54164706
chr14	54171095	54173243
chr14	54189369	54192202
chr14	54222694	54228553
chr14	54277551	54279433
chr14	54288436	54290830
chr14	54352731	54357961
chr14	54364693	54369046
chr14	54375228	54380992
chr14	54441319	54444124
chr14	54601282	54604002
chr14	54801587	54807541
chr14	54844446	54849125
chr14	54875996	54879552
chr14	54885257	54889413
chr14	55042615	55048315
chr14	55084789	55088571
chr14	55104498	55106368
chr14	55164714	55168914
chr14	55188149	55191682
chr14	55192518	55196051
chr14	55201507	55203703
chr14	55222000	55227490
chr14	55230513	55233692
chr14	55233692	55235605
chr14	55919537	55920781
chr14	55936676	55940028
chr14	55944612	55948840
chr14	55996622	55999682
chr14	56026175	56031288
chr14	56173288	56175154
chr14	56214145	56218669
chr14	56225364	56229195
chr14	56231800	56233760
chr14	56241431	56248455
chr14	56336645	56339991
chr14	56341534	56346085
chr14	56379501	56381399
chr14	56413766	56418728
chr14	56420626	56423652
chr14	56434132	56438367
chr14	56441092	56443673
chr14	56591548	56594271
chr14	56799997	56803085
chr14	56823320	56826191
chr14	56841117	56845591
chr14	56869007	56870317
chr14	56882870	56887415
chr14	56889204	56894975
chr14	56949189	56952021
chr14	56962866	56967342
chr14	56970529	56973884
chr14	57002152	57003373
chr14	57019238	57022374
chr14	57024251	57027793
chr14	57126230	57130787
chr14	57173954	57181216
chr14	57189606	57197946
chr14	57229287	57232936
chr14	57246017	57248751
chr14	57376198	57379608
chr14	57400401	57403967
chr14	57459136	57462169
chr14	57478618	57482541
chr14	57511001	57512314
chr14	57635068	57637334
chr14	57644605	57650748
chr14	57831323	57834843
chr14	58046193	58047889
chr14	58097226	58102719
chr14	58108966	58114717
chr14	58167189	58169521
chr14	58236682	58240077
chr14	58299278	58301003
chr14	58356736	58358309
chr14	58402774	58405679
chr14	58426846	58431087
chr14	58447003	58452416
chr14	58458246	58463758
chr14	59071725	59075596
chr14	59134911	59136893
chr14	59179611	59183275
chr14	59210957	59212311
chr14	59214667	59216017
chr14	59216017	59219796
chr14	59221155	59222565
chr14	59262080	59265725
chr14	59318011	59322241
chr14	59345799	59348624
chr14	59415933	59417912
chr14	59445489	59447000
chr14	59447577	59448622
chr14	59493095	59495193
chr14	59553702	59557503
chr14	59580956	59585670
chr14	59661399	59667296
chr14	59807994	59811686
chr14	59892110	59893435
chr14	60032755	60035354
chr14	60087300	60090759
chr14	60139229	60141822
chr14	60319867	60322687
chr14	60560607	60562129
chr14	60663420	60665867
chr14	60738892	60740326
chr14	60962192	60963775
chr14	61448049	61449167
chr14	61589328	61592867
chr14	61622976	61625670
chr14	61649612	61653468
chr14	61679908	61685592
chr14	61699772	61705827
chr14	61717064	61719983
chr14	61793525	61797492
chr14	61855521	61860583
chr14	61903156	61907217
chr14	61931203	61934200
chr14	61937039	61941149
chr14	61942797	61945741
chr14	61958914	61960432
chr14	62002551	62004178
chr14	62023349	62027910
chr14	62040838	62044294
chr14	62079363	62082559
chr14	62361619	62365216
chr14	62403551	62406909
chr14	62496458	62499486
chr14	62502327	62504440
chr14	62507537	62509647
chr14	62538961	62542693
chr14	62580347	62585760
chr14	62604735	62608377
chr14	62618819	62624680
chr14	62625732	62628438
chr14	62714658	62718847
chr14	62730168	62733883
chr14	62837131	62839826
chr14	62893766	62896231
chr14	62953123	62954445
chr14	63008642	63010856
chr14	63121428	63123208
chr14	63163324	63168547
chr14	63241016	63244937
chr14	63288592	63291795
chr14	63423687	63432650
chr14	63449446	63452133
chr14	63462868	63464855
chr14	63566055	63568154
chr14	63669426	63672302
chr14	63681322	63685828
chr14	63743564	63748027
chr14	63786658	63792425
chr14	63881929	63886385
chr14	63892480	63900732
chr14	63931865	63934137
chr14	64030647	64034457
chr14	64377548	64381058
chr14	64454154	64456827
chr14	64475197	64479852
chr14	64563613	64565582
chr14	64882380	64888204
chr14	65281944	65288313
chr14	65301978	65305305
chr14	65536062	65539318
chr14	65576638	65579467
chr14	65616888	65621868
chr14	65649942	65653626
chr14	65698828	65702959
chr14	65855762	65860038
chr14	66235642	66240797
chr14	66259394	66266824
chr14	66299033	66304374
chr14	66335930	66339018
chr14	66352281	66355436
chr14	66394948	66402260
chr14	66558515	66560076
chr14	66781383	66783296
chr14	66934911	66938040
chr14	67886117	67888775
chr14	67943370	67948499
chr14	67974928	67979845
chr14	67990429	67995657
chr14	68032235	68036445
chr14	68071467	68075883
chr14	68237499	68239290
chr14	68404244	68407609
chr14	68711676	68716967
chr14	68758851	68760986
chr14	68814647	68818292
chr14	68989808	68991041
chr14	69025567	69031272
chr14	69047702	69053197
chr14	69060068	69065366
chr14	69069517	69074684
chr14	69134264	69137905
chr14	69147395	69150075
chr14	69160487	69163110
chr14	69170063	69173252
chr14	69203677	69205557
chr14	69308182	69313965
chr14	69321336	69329029
chr14	69329149	69331833
chr14	69355646	69358205
chr14	69425623	69429386
chr14	69742144	69747234
chr14	69790670	69793475
chr14	69812279	69817712
chr14	69954290	69960129
chr14	70322021	70327417
chr14	70376979	70381073
chr14	70384646	70388563
chr14	70408312	70410498
chr14	70440210	70443834
chr14	70507489	70512159
chr14	70525783	70530101
chr14	70563142	70566071
chr14	70566071	70568811
chr14	70640909	70643008
chr14	70728094	70734470
chr14	70751661	70754555
chr14	70978134	70981142
chr14	71100199	71104081
chr14	71129254	71135027
chr14	71246995	71248229
chr14	71346829	71350118
chr14	71612757	71615261
chr14	71649124	71651393
chr14	71659082	71660289
chr14	71694690	71697774
chr14	72023372	72024889
chr14	72350213	72353049
chr14	72377614	72382923
chr14	72473230	72478034
chr14	72487053	72489585
chr14	72508662	72513858
chr14	72552929	72557495
chr14	72559668	72564001
chr14	72592377	72598961
chr14	72607322	72610919
chr14	72660506	72663333
chr14	72734923	72736899
chr14	72883078	72888427
chr14	72934229	72935767
chr14	72942144	72943752
chr14	72958725	72963596
chr14	73042330	73047484
chr14	73069326	73074425
chr14	73242470	73244691
chr14	73271879	73273963
chr14	73288322	73290261
chr14	73330308	73333671
chr14	73338454	73343577
chr14	73391340	73396131
chr14	73724791	73730290
chr14	74248739	74252993
chr14	74276283	74285041
chr14	74629668	74631403
chr14	74684702	74687417
chr14	74868432	74870543
chr14	75016482	75017650
chr14	75042917	75045379
chr14	75100459	75103284
chr14	75693443	75702582
chr14	75745626	75750621
chr14	75782332	75785259
chr14	75840065	75842383
chr14	75862083	75864166
chr14	75866917	75871697
chr14	75874917	75880555
chr14	75912098	75914096
chr14	75981856	75985383
chr14	76027855	76031313
chr14	76057522	76060384
chr14	76076753	76081664
chr14	76366998	76370530
chr14	76427019	76429555
chr14	76443549	76446521
chr14	76581121	76583775
chr14	76583775	76588286
chr14	76675452	76676900
chr14	76696434	76698809
chr14	76766289	76774194
chr14	76787228	76792541
chr14	76804779	76806605
chr14	76813194	76816746
chr14	76867629	76871801
chr14	77048609	77052153
chr14	77054313	77059013
chr14	77116963	77120744
chr14	77145214	77148976
chr14	77177339	77182078
chr14	77220685	77226721
chr14	77404936	77409882
chr14	77518576	77525360
chr14	77598491	77606396
chr14	77621175	77623335
chr14	77680624	77685481
chr14	77698468	77700428
chr14	77716474	77720540
chr14	77836113	77842048
chr14	78021267	78024926
chr14	78121114	78124797
chr14	78297183	78299978
chr14	78307735	78309929
chr14	78421058	78425068
chr14	78526988	78529815
chr14	78538082	78542305
chr14	78560462	78562394
chr14	78593842	78596236
chr14	78635498	78641734
chr14	78647339	78649769
chr14	78674433	78678923
chr14	78783363	78786077
chr14	78790093	78792004
chr14	78800072	78802165
chr14	78812183	78815794
chr14	79026435	79029834
chr14	79065192	79066500
chr14	79143303	79147631
chr14	79166221	79169640
chr14	79193690	79197212
chr14	79215597	79217473
chr14	79242780	79248287
chr14	79357525	79360825
chr14	79424377	79426223
chr14	79450994	79452795
chr14	79665685	79668253
chr14	79835514	79838545
chr14	79887369	79890516
chr14	79974533	79980414
chr14	80009701	80013024
chr14	80075891	80079654
chr14	80099646	80100996
chr14	80185800	80187048
chr14	80303497	80305037
chr14	80314337	80315397
chr14	80322496	80325445
chr14	80351791	80353917
chr14	80381597	80383025
chr14	80771247	80773358
chr14	80775115	80777571
chr14	80851876	80853539
chr14	80853539	80855181
chr14	80874587	80878171
chr14	80998413	81001459
chr14	81093712	81095417
chr14	81123235	81127514
chr14	81230117	81234262
chr14	81402477	81404922
chr14	81566362	81571088
chr14	81578305	81580514
chr14	81889522	81890994
chr14	82035772	82041679
chr14	82049790	82053086
chr14	82065638	82067555
chr14	82160194	82164378
chr14	82177926	82180713
chr14	82288153	82291042
chr14	82296794	82300140
chr14	82383728	82389176
chr14	82448272	82452677
chr14	82467864	82473102
chr14	82505045	82507338
chr14	82520202	82523918
chr14	82647182	82650598
chr14	82658076	82661816
chr14	82863591	82866788
chr14	83013089	83014614
chr14	83028831	83032793
chr14	83086930	83089257
chr14	83107564	83108635
chr14	83136530	83139514
chr14	83185849	83190716
chr14	83225293	83233273
chr14	83258920	83262064
chr14	83293487	83296926
chr14	83315540	83321298
chr14	83336060	83341602
chr14	83386062	83388887
chr14	83407532	83414067
chr14	83501822	83506419
chr14	83515190	83517044
chr14	83523757	83525592
chr14	83543768	83545019
chr14	83604194	83608855
chr14	83622610	83624717
chr14	83851881	83853093
chr14	83870390	83874053
chr14	83886709	83892327
chr14	83944320	83948070
chr14	83996443	84001479
chr14	84087517	84090068
chr14	84098546	84102605
chr14	84155258	84159334
chr14	84211866	84215452
chr14	84271985	84273612
chr14	84340128	84344009
chr14	84432334	84433633
chr14	84508641	84511192
chr14	84556389	84557717
chr14	84604039	84605617
chr14	84624716	84628181
chr14	84635529	84639822
chr14	84700012	84703842
chr14	84787730	84789495
chr14	84924972	84926585
chr14	85034602	85039577
chr14	85140984	85145403
chr14	85180203	85184503
chr14	85286037	85287983
chr14	85462859	85465097
chr14	85525097	85529832
chr14	85564532	85566856
chr14	85613351	85615812
chr14	85658465	85659877
chr14	85679926	85682771
chr14	85696628	85700953
chr14	85742778	85749030
chr14	85861366	85866533
chr14	85929419	85934672
chr14	86050860	86054570
chr14	86165310	86166660
chr14	86265570	86268151
chr14	86341429	86344184
chr14	86410937	86414252
chr14	86453356	86457952
chr14	86703247	86707495
chr14	86721902	86723195
chr14	86831332	86833338
chr14	86925080	86929036
chr14	86931314	86935309
chr14	86945006	86949206
chr14	87026931	87031120
chr14	87065765	87072710
chr14	87334010	87336004
chr14	87360854	87362618
chr14	87398865	87400857
chr14	87484986	87489386
chr14	87501042	87506248
chr14	87624458	87628156
chr14	87633144	87636082
chr14	87735435	87736667
chr14	87772627	87773653
chr14	87806471	87809766
chr14	87872878	87875736
chr14	87992800	87997326
chr14	88038235	88040873
chr14	88106261	88107867
chr14	88414875	88417443
chr14	88529475	88530653
chr14	88555255	88558635
chr14	88559992	88561476
chr14	88641174	88643188
chr14	88645857	88649873
chr14	88724631	88731974
chr14	88765659	88768615
chr14	88800783	88802655
chr14	88818990	88822871
chr14	88932976	88934856
chr14	89380815	89382941
chr14	89393645	89398181
chr14	89408329	89412182
chr14	89412182	89416895
chr14	89433768	89437502
chr14	89459406	89464099
chr14	89577413	89582371
chr14	89656376	89660673
chr14	89732411	89734415
chr14	89743957	89747473
chr14	89756496	89759862
chr14	89834351	89837225
chr14	89894880	89900779
chr14	89954050	89958364
chr14	89983928	89989405
chr14	89993887	89995968
chr14	89998624	90004353
chr14	90033046	90035927
chr14	90076785	90082265
chr14	90116546	90118308
chr14	90225078	90229049
chr14	90238088	90240461
chr14	90280170	90286130
chr14	90298991	90301035
chr14	90325247	90331089
chr14	90399058	90401402
chr14	90581042	90588376
chr14	90591506	90596297
chr14	90658619	90664908
chr14	90873798	90877826
chr14	90917192	90922594
chr14	90929390	90930965
chr14	90933577	90936013
chr14	90936013	90940242
chr14	90970215	90972525
chr14	90978687	90983296
chr14	91070788	91074692
chr14	91116870	91119708
chr14	91184938	91186670
chr14	91293447	91297823
chr14	91309711	91314059
chr14	91320830	91324459
chr14	91616017	91621448
chr14	91790791	91797825
chr14	91833667	91837202
chr14	92072597	92074408
chr14	92098631	92101817
chr14	92139760	92142279
chr14	92207042	92210994
chr14	92336054	92339647
chr14	92574620	92580514
chr14	92665941	92669836
chr14	92675707	92678378
chr14	92704843	92706676
chr14	92719410	92722901
chr14	92736280	92739145
chr14	92751701	92757428
chr14	92762303	92767680
chr14	92823396	92824871
chr14	92854866	92857105
chr14	92891942	92895779
chr14	92912211	92917271
chr14	92918170	92922681
chr14	92922713	92926686
chr14	92936092	92942522
chr14	92967924	92971600
chr14	93001572	93005721
chr14	93006216	93010315
chr14	93067381	93069608
chr14	93129850	93132299
chr14	93186618	93191883
chr14	93307758	93310365
chr14	93549073	93552509
chr14	93618157	93620021
chr14	93695018	93698081
chr14	93813988	93819544
chr14	93924904	93928186
chr14	94229065	94233400
chr14	94237644	94242873
chr14	94283438	94286525
chr14	94296285	94300241
chr14	94311767	94313810
chr14	94323298	94326403
chr14	94338793	94340398
chr14	94356089	94359824
chr14	94380907	94386225
chr14	94390938	94396920
chr14	94420996	94423727
chr14	94451113	94456975
chr14	94502443	94504196
chr14	94549007	94552957
chr14	94575708	94581285
chr14	94597126	94598617
chr14	94601479	94606179
chr14	94674454	94677145
chr14	94838013	94844706
chr14	94847415	94849970
chr14	94853497	94856262
chr14	94873290	94879662
chr14	94892438	94894168
chr14	94926563	94928250
chr14	94934176	94939550
chr14	94959533	94963728
chr14	94981547	94987105
chr14	95009723	95011707
chr14	95013867	95016780
chr14	95052320	95054060
chr14	95089709	95094023
chr14	95113932	95116465
chr14	95128611	95130220
chr14	95181130	95184535
chr14	95187975	95191269
chr14	95248968	95253771
chr14	95253771	95257025
chr14	95311165	95313545
chr14	95313545	95317070
chr14	95340087	95342763
chr14	95346558	95350969
chr14	95377701	95383566
chr14	95384803	95386219
chr14	95397127	95401426
chr14	95476218	95478606
chr14	95536294	95540090
chr14	95660242	95662331
chr14	95678338	95683892
chr14	95708090	95710907
chr14	95807142	95810070
chr14	95836391	95838401
chr14	95842199	95846518
chr14	95850409	95854463
chr14	95864369	95867394
chr14	95879455	95883709
chr14	95885742	95887911
chr14	95892534	95895118
chr14	95896058	95899773
chr14	95900758	95903839
chr14	95926019	95928109
chr14	95933247	95938083
chr14	95944899	95950883
chr14	95965744	95968058
chr14	96013994	96018052
chr14	96024955	96027440
chr14	96030859	96033722
chr14	96054421	96060043
chr14	96060745	96061964
chr14	96073032	96074743
chr14	96083299	96087482
chr14	96142614	96148425
chr14	96152332	96153437
chr14	96202331	96206070
chr14	96229863	96230985
chr14	96250900	96253530
chr14	96260801	96262648
chr14	96277983	96281150
chr14	96307595	96312211
chr14	96313906	96316588
chr14	96389368	96392087
chr14	96456096	96460254
chr14	96527601	96532311
chr14	96534949	96538258
chr14	96559791	96563457
chr14	96566471	96569002
chr14	96586864	96589968
chr14	96597204	96600596
chr14	96627383	96630570
chr14	96661790	96663971
chr14	96672131	96675022
chr14	96697364	96702530
chr14	96726883	96735877
chr14	96739427	96741224
chr14	96867049	96872558
chr14	97102616	97105724
chr14	97161505	97165274
chr14	97168780	97176603
chr14	97190739	97195898
chr14	97358016	97360673
chr14	97459366	97460616
chr14	97478047	97483040
chr14	97487647	97493738
chr14	97521552	97527855
chr14	97570003	97572189
chr14	97589396	97593381
chr14	97610617	97615509
chr14	97771965	97776047
chr14	97814380	97815884
chr14	97831728	97836758
chr14	97891828	97894909
chr14	97901421	97903473
chr14	97961409	97963055
chr14	98100496	98108083
chr14	98108133	98111754
chr14	98118548	98119901
chr14	98149297	98152744
chr14	98152744	98156845
chr14	98167975	98171617
chr14	98171617	98174479
chr14	98224671	98229487
chr14	98257993	98260633
chr14	98263147	98266772
chr14	98297656	98300114
chr14	98338357	98343339
chr14	98362355	98368955
chr14	98453019	98456948
chr14	98484034	98485111
chr14	98497179	98502219
chr14	98517090	98518652
chr14	98578983	98580466
chr14	98614657	98616999
chr14	98675398	98679169
chr14	98748318	98754419
chr14	98759889	98763881
chr14	98809905	98813034
chr14	98816664	98818003
chr14	98834802	98839021
chr14	98895466	98896688
chr14	98934242	98935971
chr14	98987376	98991120
chr14	99016352	99020656
chr14	99048941	99053053
chr14	99082737	99084479
chr14	99090303	99093183
chr14	99136949	99140050
chr14	99150358	99152785
chr14	99174824	99178143
chr14	99201002	99203093
chr14	99268957	99271863
chr14	99302997	99305363
chr14	99319167	99320776
chr14	99368995	99370838
chr14	99378936	99386877
chr14	99397996	99406138
chr14	99419698	99423722
chr14	99474228	99477752
chr14	99484255	99488048
chr14	99494210	99497912
chr14	99539770	99541450
chr14	99556336	99560185
chr14	99567555	99571945
chr14	99584241	99588940
chr14	99600519	99609217
chr14	99646566	99651051
chr14	99651051	99653106
chr14	99690907	99692430
chr14	99782579	99784530
chr14	99853330	99857763
chr14	99861645	99863434
chr14	99980087	99984351
chr14	99991597	99993555
chr14	100036158	100040382
chr14	100048091	100052014
chr14	100052014	100054997
chr14	100095128	100099000
chr14	100099000	100104329
chr14	100210370	100216335
chr14	100216335	100221840
chr14	100245318	100248569
chr14	100272207	100275360
chr14	100431391	100432905
chr14	100787564	100792482
chr14	101091628	101095573
chr14	101109752	101112425
chr14	101144596	101149511
chr14	101159674	101164715
chr14	101211157	101214993
chr14	101243109	101248148
chr14	101324644	101328739
chr14	101424124	101428390
chr14	101468382	101472616
chr14	101532681	101535819
chr14	101550350	101553592
chr14	101589112	101592359
chr14	101601574	101603423
chr14	101636488	101639874
chr14	101643081	101645447
chr14	101648147	101652466
chr14	101679693	101683461
chr14	101703877	101708165
chr14	101710967	101714917
chr14	101718545	101722788
chr14	101797127	101800290
chr14	101877020	101881831
chr14	101938445	101944014
chr14	101968668	101971689
chr14	102000772	102006425
chr14	102127096	102132696
chr14	102197015	102198596
chr14	102322996	102325175
chr14	102338278	102342746
chr14	102661096	102666439
chr14	102798208	102800224
chr14	103216351	103222303
chr14	103239673	103244840
chr14	103434739	103440684
chr14	103614968	103617809
chr14	103618618	103619846
chr14	103668966	103671333
chr14	103681129	103685279
chr14	103716350	103721012
chr14	104516748	104518453
chr14	104541169	104546893
chr14	104963113	104968898
chr14	105000311	105003797
chr14	105146579	105149693
chr14	105242831	105246686
chr14	105643113	105646179
chr14	106243371	106249173
chr14	106273250	106276913
chr14	106757297	106761908
chr14	106926311	106928000
chr14	106970303	106972008
chr14	107005696	107010868
chr14	107018500	107023463
chr14	107037604	107039743
chr14	107069175	107073800
chr14	107122308	107124673
chr14	107164755	107171229
chr14	107225161	107231086
chr15	20586291	20591861
chr15	21100224	21106576
chr15	21152653	21156134
chr15	22305094	22307996
chr15	22315744	22320531
chr15	22328685	22334064
chr15	22366778	22371496
chr15	22426469	22432772
chr15	22441009	22445614
chr15	22484353	22489557
chr15	22796388	22799908
chr15	22880986	22883542
chr15	22965658	22969232
chr15	23731977	23737625
chr15	23750690	23756715
chr15	23782767	23785819
chr15	23949665	23956801
chr15	24003165	24008465
chr15	24077122	24080774
chr15	24093944	24096986
chr15	24123137	24128181
chr15	24136844	24139438
chr15	24145098	24148981
chr15	24177431	24178886
chr15	24191684	24199507
chr15	24216218	24217998
chr15	24231175	24236497
chr15	24247937	24249141
chr15	24254776	24258347
chr15	24319701	24322419
chr15	24333340	24335677
chr15	24456324	24458496
chr15	24583976	24589026
chr15	24976269	24981216
chr15	25033395	25038492
chr15	25061071	25066263
chr15	25106750	25110174
chr15	25129729	25133986
chr15	25166847	25172150
chr15	25414437	25417124
chr15	25522603	25525210
chr15	25652326	25654749
